rank,character_tag,copyrights,post_count,recent_post_count,first_seen_at,character_age_days,recent_ratio,growth_score,birth_confidence,lifecycle_notes
168,momoi_(blue_archive),blue_archive|comiket_103|jujutsu_kaisen|minecraft|slay_the_spire,3618,787,2024-05-04T16:57:27.550000+00:00,727,0.217523,0.182809,0.0,
169,murano_sayaka,link!_like!_love_live!|love_live!|hasunosora_fantasy|love_live!_hasu_no_sora_jogakuin_school_idol_club_bloom_garden_party|real_life,5247,990,2024-05-04T17:12:42.375000+00:00,727,0.188679,0.182806,0.0,
170,osawa_rurino,link!_like!_love_live!|love_live!|love_live!_hasu_no_sora_jogakuin_school_idol_club_bloom_garden_party|real_life|zweigen_kanazawa,4926,952,2024-05-04T17:42:18.969000+00:00,727,0.19326,0.182561,0.0,
171,nahida_(genshin_impact),genshin_impact|honkai_(series)|pokemon|honkai_impact_3rd|mihoyo,6624,1117,2024-05-05T15:52:44.768000+00:00,726,0.168629,0.18243,0.0,
172,ellen_joe,zenless_zone_zero|coca-cola|comiket_107|pokemon|mihoyo,7731,1206,2024-05-05T00:27:22.780000+00:00,727,0.155995,0.182204,0.0,
173,warrior_of_light_(ff14),final_fantasy|final_fantasy_xiv|original|fallout|indie_virtual_youtuber,5853,1044,2024-05-04T16:50:39.456000+00:00,727,0.17837,0.182014,0.0,
174,furina_(genshin_impact),genshin_impact|honkai_(series)|mihoyo|honkai:_star_rail|honkai_impact_3rd,6734,1121,2024-05-04T20:28:30.588000+00:00,727,0.166469,0.181724,0.0,
175,kita_ikuyo,bocchi_the_rock!|pokemon|cardcaptor_sakura|arknights|mahou_shoujo_madoka_magica,4396,865,2024-05-04T22:36:13.009000+00:00,727,0.19677,0.179906,0.0,
176,shiroko_(blue_archive),blue_archive|kamen_rider|kamen_rider_dcd|jujutsu_kaisen|minecraft,4077,801,2024-05-04T23:37:35.396000+00:00,727,0.196468,0.177089,0.0,
177,hoshimi_miyabi,zenless_zone_zero|nier:automata|nier_(series)|umamusume|wuthering_waves,6185,999,2024-05-10T10:31:14.142000+00:00,721,0.16152,0.176411,0.0,
178,akemi_homura,mahou_shoujo_madoka_magica|mahou_shoujo_madoka_magica_(anime)|mahou_shoujo_madoka_magica:_hangyaku_no_monogatari|mahou_shoujo_madoka_magica:_walpurgis_no_kaiten|mahou_shoujo_madoka_magica_magia_exedra,4091,779,2024-05-04T22:56:16.360000+00:00,727,0.190418,0.174337,0.0,
179,wakaba_mutsumi,bang_dream!|bang_dream!_it's_mygo!!!!!|arknights|the_legend_of_zelda|girls_band_cry,5968,971,2024-05-04T18:29:28.736000+00:00,727,0.162701,0.174202,0.0,
180,ijichi_nijika,bocchi_the_rock!|vocaloid|umamusume|chainsaw_man|pokemon,3405,689,2024-05-05T06:18:27.253000+00:00,727,0.202349,0.174081,0.0,
181,sua_(alien_stage),alien_stage|chainsaw_man|genshin_impact|sanrio|project_sekai,3649,701,2024-05-08T16:51:18.662000+00:00,723,0.192107,0.172433,0.0,
182,iseri_nina,girls_band_cry|girls_band_cry_rpg|bang_dream!|bang_dream!_it's_mygo!!!!!|bocchi_the_rock!,6630,1001,2024-05-05T03:39:29.897000+00:00,727,0.15098,0.171965,0.0,
183,amate_yuzuriha,gundam|gundam_gquuuuuux|i_can_friday_by_day!|comiket_107|mobile_suit_gundam,4318,326,2024-12-11T14:48:00.665000+00:00,506,0.075498,0.171015,0.0,
184,adachi_rei,utau|a.i._voice|vocaloid|synthesizer_v|netsu_ijou_(utau),4715,781,2024-05-04T18:06:05.506000+00:00,727,0.165642,0.166989,0.0,
185,kasane_teto_(sv),utau|synthesizer_v|vocaloid|voicepeak|a.i._voice,3914,692,2024-05-04T19:54:30.689000+00:00,727,0.176801,0.166544,0.0,
186,baobhan_sith_(fate),fate/grand_order|fate_(series)|original|fate/strange_fake|pokemon,4067,707,2024-05-04T16:25:42.255000+00:00,727,0.173838,0.166295,0.0,
187,sakura_miko,hololive|hololive_english|hololive_dev_is|hololive_indonesia|pokemon,4334,727,2024-05-05T15:33:48.276000+00:00,726,0.167743,0.165547,0.0,
188,mizi_(alien_stage),alien_stage|chainsaw_man|the_amazing_digital_circus|sanrio|real_life,3485,624,2024-05-08T16:51:18.662000+00:00,723,0.179053,0.165236,0.0,
189,sephiroth,final_fantasy|final_fantasy_vii|final_fantasy_vii:_ever_crisis|final_fantasy_vii_remake|crisis_core:_final_fantasy_vii,3476,605,2024-05-05T05:50:16.497000+00:00,727,0.174051,0.162012,0.0,
190,takamatsu_tomori,bang_dream!|bang_dream!_it's_mygo!!!!!|bang_dream!_girls_band_party!|link!_like!_love_live!|love_live!,3681,623,2024-05-04T23:12:31.308000+00:00,727,0.169247,0.161338,0.0,
191,kieran_(pokemon),pokemon|pokemon_scarlet_and_violet|pokemon_legends:_z-a|original|pokemon_masters_ex,4053,631,2024-05-04T17:08:02.048000+00:00,727,0.155687,0.157611,0.0,
192,kanna_(blue_archive),blue_archive|comiket_107|original|resident_evil|resident_evil_2,4164,630,2024-05-05T06:31:52.710000+00:00,727,0.151297,0.156251,0.0,
193,fujishima_megumi,link!_like!_love_live!|love_live!|love_live!_hasu_no_sora_jogakuin_school_idol_club_bloom_garden_party|real_life|minecraft,5893,761,2024-05-04T16:43:19.204000+00:00,727,0.129136,0.155185,0.0,
194,acheron_(honkai:_star_rail),honkai:_star_rail|honkai_(series)|honkai_impact_3rd|genshin_impact|mihoyo,3973,540,2024-05-04T18:38:42.241000+00:00,727,0.135917,0.147803,0.0,
195,gawr_gura,hololive|hololive_english|indie_virtual_youtuber|xenoluxe|reflect_(gawr_gura),3874,529,2024-05-05T04:00:36.787000+00:00,727,0.136551,0.147524,0.0,
196,inkling_player_character,splatoon_(series)|splatoon_3|pokemon|splatoon_2|splatoon_1,4619,533,2024-05-05T03:12:26.501000+00:00,727,0.115393,0.141347,0.0,
197,otomune_kozue,link!_like!_love_live!|love_live!|love_live!_hasu_no_sora_jogakuin_school_idol_club_bloom_garden_party|pokemon|comiket_103,5457,584,2024-05-04T16:35:36.248000+00:00,727,0.107019,0.141008,0.0,
198,yugiri_tsuzuri,link!_like!_love_live!|love_live!|love_live!_hasu_no_sora_jogakuin_school_idol_club_bloom_garden_party|love_live!_nijigasaki_high_school_idol_club|bang_dream!,4390,512,2024-05-04T16:52:13.988000+00:00,727,0.116629,0.140823,0.0,
199,inkling_girl,splatoon_(series)|splatoon_3|pokemon|splatoon_1|super_smash_bros.,4043,461,2024-05-05T03:12:26.501000+00:00,727,0.114024,0.137869,0.0,
200,oma_kokichi,danganronpa_(series)|danganronpa_v3:_killing_harmony|danganronpa_2:_goodbye_despair|danganronpa:_trigger_happy_havoc|danganronpa_another_episode:_ultra_despair_girls,4147,455,2024-05-04T19:37:51.532000+00:00,727,0.109718,0.136321,0.0,
